completion_pct,total_duration_days,elapsed_days,days_remaining,daily_velocity,log_frequency,labor_count,budget_ratio,total_logs,category,weather_factor,delay_days,actual_total_days,is_delayed
35.7,1405,616,789,0.058,0.209,186,0.474,128,housing,0.76,6,1411,0
100.0,546,458,88,0.2183,0.745,55,0.924,341,road,0.95,0,546,0
12.16,278,32,246,0.38,0.741,51,0.125,23,road,0.79,0,278,0
55.34,1000,458,542,0.1208,0.748,82,0.541,342,healthcare,0.61,6,1006,0
28.51,597,329,268,0.0866,0.854,117,0.513,281,road,0.79,77,674,1
90.08,491,332,159,0.2713,0.67,116,0.723,222,education,0.92,0,491,0
15.05,201,39,162,0.3858,0.278,94,0.151,10,electricity,0.89,10,211,0
79.15,268,238,30,0.3326,0.849,45,0.969,202,education,0.88,68,336,1
0.0,667,88,579,0.0,0.802,126,0.168,70,road,1.15,75,742,1
24.78,823,351,472,0.0706,0.488,102,0.349,171,healthcare,0.9,92,915,1
56.15,148,122,26,0.4602,0.132,19,0.937,16,electricity,1.2,116,264,1
40.18,793,319,474,0.126,0.831,116,0.486,265,healthcare,0.89,0,793,0
79.07,125,95,30,0.8323,0.832,149,0.62,79,electricity,1.16,5,130,0
63.7,243,133,110,0.4789,0.647,21,0.487,86,education,0.71,0,243,0
68.71,424,306,118,0.2245,0.259,144,0.53,79,road,0.93,3,427,0
98.17,191,179,12,0.5485,0.513,136,1.045,91,education,0.94,10,201,0
54.39,543,442,101,0.1231,0.227,168,0.588,100,housing,1.15,71,614,1
100.0,340,311,29,0.3215,0.446,72,1.034,138,electricity,1.06,0,340,0
25.57,505,138,367,0.1853,0.479,81,0.237,66,water,0.72,2,507,0
38.47,180,93,87,0.4137,0.439,46,0.427,40,electricity,0.6,59,239,1
85.41,235,138,97,0.6189,0.103,185,0.642,14,electricity,0.75,23,258,1
72.36,467,326,141,0.222,0.635,152,0.612,207,healthcare,0.62,1,468,0
27.02,200,78,122,0.3464,0.311,144,0.476,24,electricity,0.87,22,222,1
33.85,242,92,150,0.3679,0.131,71,0.451,12,electricity,1.19,6,248,0
22.88,355,69,286,0.3317,0.314,67,0.216,21,road,0.86,0,355,0
46.06,424,356,68,0.1294,0.185,181,1.057,65,education,0.82,114,538,1
44.16,548,360,188,0.1227,0.388,31,0.732,139,healthcare,0.72,92,640,1
20.54,480,113,367,0.1817,0.935,159,0.233,105,road,0.75,1,481,0
33.99,637,133,504,0.2556,0.154,126,0.257,20,road,0.79,1,638,0
30.48,1017,466,551,0.0654,0.851,111,0.542,396,housing,0.78,48,1065,1
18.82,1084,156,928,0.1206,0.746,34,0.178,116,healthcare,0.68,0,1084,0
98.9,201,144,57,0.6868,0.27,31,0.676,38,water,1.06,0,201,0
39.9,528,212,316,0.1882,0.833,158,0.399,176,water,1.17,0,528,0
49.06,439,191,248,0.2569,0.688,31,0.38,131,housing,0.99,0,439,0
44.88,722,484,238,0.0927,0.79,114,0.552,382,healthcare,0.78,19,741,1
8.61,661,161,500,0.0535,0.152,66,0.314,24,healthcare,0.69,32,693,1
49.05,1207,742,465,0.0661,0.268,14,0.777,198,housing,0.72,40,1247,1
14.45,596,134,462,0.1078,0.368,173,0.278,49,education,1.05,74,670,1
48.45,372,273,99,0.1775,0.327,181,0.679,89,water,0.67,33,405,1
57.98,976,597,379,0.0971,0.885,28,0.446,528,healthcare,0.85,3,979,0
63.87,1227,812,415,0.0787,0.338,195,0.743,274,housing,0.73,0,1227,0
47.27,1180,612,568,0.0772,0.747,64,0.554,457,housing,0.99,3,1183,0
37.7,836,403,433,0.0936,0.444,33,0.547,178,housing,0.79,55,891,1
8.42,288,32,256,0.2632,0.329,191,0.116,10,education,0.64,8,296,0
0.0,288,35,253,0.0,0.384,146,0.119,13,electricity,1.16,157,445,1
73.78,474,253,221,0.2916,0.101,27,0.5,25,road,0.88,11,485,0
60.93,335,137,198,0.4447,0.177,82,0.441,24,education,1.17,0,335,0
74.0,316,263,53,0.2814,0.339,155,0.964,89,water,1.13,75,391,1
8.48,636,64,572,0.1325,0.601,63,0.083,38,housing,1.07,2,638,0
56.15,716,354,362,0.1586,0.252,52,0.465,89,healthcare,0.91,0,716,0
24.25,1338,247,1091,0.0982,0.81,50,0.235,200,housing,1.03,0,1338,0
21.0,791,262,529,0.0801,0.945,169,0.367,247,healthcare,0.98,39,830,1
56.42,311,258,53,0.2187,0.231,5,0.741,59,water,1.17,30,341,1
59.72,579,301,278,0.1984,0.15,165,0.515,45,road,1.19,0,579,0
83.33,321,193,128,0.4318,0.578,139,0.563,111,electricity,1.14,0,321,0
18.91,196,37,159,0.5111,0.996,21,0.214,36,road,0.61,0,196,0
36.67,676,475,201,0.0772,0.147,133,0.811,69,education,1.1,128,804,1
19.79,501,103,398,0.1921,0.828,122,0.257,85,education,1.14,0,501,0
87.98,547,503,44,0.1749,0.489,82,0.812,245,education,0.92,25,572,1
26.0,245,89,156,0.2922,0.836,148,0.324,74,road,0.67,22,267,1
49.22,778,334,444,0.1474,0.131,191,0.32,43,healthcare,0.88,0,778,0
100.0,1091,746,345,0.134,0.779,116,0.521,581,housing,0.73,0,1091,0
100.0,495,461,34,0.2169,0.729,75,0.726,336,road,0.87,0,495,0
100.0,364,321,43,0.3115,0.883,59,0.77,283,road,0.64,0,364,0
43.97,725,395,330,0.1113,0.751,14,0.672,296,road,1.0,51,776,1
6.09,824,113,711,0.0539,0.679,108,0.122,76,healthcare,1.13,53,877,1
47.32,141,75,66,0.6309,0.557,192,0.422,41,electricity,1.0,7,148,0
22.23,1058,238,820,0.0934,0.715,13,0.186,170,healthcare,1.06,0,1058,0
45.0,473,353,120,0.1275,0.967,143,0.578,341,water,0.67,49,522,1
85.97,395,320,75,0.2687,0.308,151,0.986,98,road,1.11,0,395,0
90.67,537,318,219,0.2851,0.441,136,0.534,140,housing,1.16,0,537,0
42.76,503,197,306,0.2171,0.132,185,0.283,26,housing,1.1,18,521,1
50.49,1402,566,836,0.0892,0.486,68,0.468,275,housing,1.12,4,1406,0
16.65,408,137,271,0.1216,0.963,82,0.241,131,road,0.81,35,443,1
100.0,466,345,121,0.2899,0.167,185,0.836,57,road,1.15,0,466,0
51.73,221,117,104,0.4422,0.131,24,0.669,15,education,1.06,0,221,0
100.0,626,539,87,0.1855,0.648,158,0.807,349,road,0.62,0,626,0
26.3,395,74,321,0.3554,0.441,35,0.24,32,road,0.61,0,395,0
16.33,166,27,139,0.6049,0.165,183,0.143,4,electricity,0.81,0,166,0
46.3,189,65,124,0.7123,0.639,63,0.296,41,education,0.72,1,190,0
24.42,255,98,157,0.2492,0.117,27,0.489,11,electricity,1.18,25,280,1
24.95,1457,364,1093,0.0685,0.114,110,0.274,41,housing,0.64,31,1488,1
100.0,632,500,132,0.2,0.877,106,0.837,438,education,0.7,0,632,0
51.11,465,224,241,0.2282,0.404,77,0.392,90,healthcare,0.65,1,466,0
39.53,232,202,30,0.1957,0.28,49,0.9,56,water,0.61,103,335,1
50.38,215,141,74,0.3573,0.969,139,0.765,136,electricity,0.91,47,262,1
16.32,276,97,179,0.1682,0.262,100,0.365,25,electricity,0.81,108,384,1
68.01,1085,691,394,0.0984,0.667,103,0.593,461,healthcare,0.87,0,1085,0
55.85,401,288,113,0.1939,0.198,161,0.753,57,road,0.71,18,419,1
37.32,229,84,145,0.4443,0.72,145,0.474,60,education,1.14,0,229,0
62.31,1273,922,351,0.0676,0.36,138,0.514,332,housing,0.98,21,1294,1
24.32,117,53,64,0.4588,0.391,170,0.399,20,electricity,0.81,24,141,1
51.15,122,80,42,0.6393,0.332,27,0.854,26,electricity,0.88,28,150,1
49.39,298,161,137,0.3067,0.734,149,0.532,118,electricity,0.79,2,300,0
34.04,1378,316,1062,0.1077,0.56,105,0.226,177,housing,0.98,16,1394,1
24.2,606,209,397,0.1158,0.194,189,0.293,40,road,1.06,30,636,1
89.23,646,521,125,0.1713,0.197,67,0.573,102,education,0.66,0,646,0
41.57,501,251,250,0.1656,0.219,142,0.456,54,education,0.68,10,511,0
66.96,607,564,43,0.1187,0.332,57,0.694,187,housing,0.66,65,672,1
39.19,979,458,521,0.0856,0.881,171,0.589,403,housing,0.61,1,980,0
60.67,646,317,329,0.1914,0.752,104,0.57,238,healthcare,0.94,0,646,0
100.0,319,239,80,0.4184,0.464,72,0.646,110,education,1.02,11,330,0
44.28,1187,1084,103,0.0408,0.325,7,0.725,352,housing,0.89,125,1312,1
48.77,242,115,127,0.4241,0.639,191,0.582,73,water,1.01,11,253,0
43.42,466,127,339,0.3419,0.945,141,0.352,120,road,0.76,0,466,0
100.0,262,237,25,0.4219,0.188,77,1.046,44,water,0.62,0,262,0
88.74,406,335,71,0.2649,0.37,124,1.053,123,education,0.77,0,406,0
31.61,288,56,232,0.5644,0.757,126,0.233,42,electricity,0.73,0,288,0
33.94,303,139,164,0.2442,0.723,75,0.514,100,education,0.9,43,346,1
51.06,476,141,335,0.3621,0.8,83,0.361,112,road,0.75,4,480,0
38.01,346,144,202,0.2639,0.24,54,0.469,34,road,0.99,0,346,0
74.54,859,449,410,0.166,0.284,47,0.425,127,healthcare,0.74,0,859,0
30.35,842,602,240,0.0504,0.144,194,0.555,86,healthcare,1.13,34,876,1
14.51,205,24,181,0.6044,0.861,130,0.092,20,electricity,0.79,0,205,0
9.11,862,183,679,0.0498,0.512,10,0.249,93,healthcare,0.62,65,927,1
100.0,768,718,50,0.1393,0.14,188,1.208,100,housing,0.69,0,768,0
18.49,263,55,208,0.3363,0.15,90,0.158,8,water,1.08,1,264,0
100.0,568,479,89,0.2088,0.332,58,0.679,159,healthcare,1.05,4,572,0
100.0,279,235,44,0.4255,0.186,162,0.76,43,water,1.07,16,295,1
10.36,728,94,634,0.1102,0.853,46,0.156,80,road,1.09,6,734,0
21.79,182,65,117,0.3352,0.109,36,0.374,7,education,1.06,22,204,1
94.77,527,323,204,0.2934,0.634,69,0.762,204,water,0.72,0,527,0
30.25,680,317,363,0.0954,0.82,67,0.483,259,road,0.97,32,712,1
30.1,140,78,62,0.3859,0.601,154,0.608,46,electricity,0.68,48,188,1
36.85,538,343,195,0.1074,0.51,116,0.576,174,healthcare,0.81,83,621,1
35.55,722,290,432,0.1226,0.231,183,0.385,66,education,1.1,2,724,0
63.21,321,303,18,0.2086,0.974,69,0.93,295,electricity,0.82,76,397,1
18.63,497,97,400,0.1921,0.428,129,0.256,41,healthcare,0.64,3,500,0
48.93,136,120,16,0.4077,0.145,189,0.975,17,electricity,0.93,93,229,1
20.45,341,56,285,0.3651,0.606,89,0.124,33,road,0.61,0,341,0
11.5,142,23,119,0.5002,0.312,50,0.148,7,water,0.75,40,182,1
92.42,350,236,114,0.3916,0.776,52,0.778,183,electricity,0.8,9,359,0
42.52,497,454,43,0.0937,0.941,149,0.987,427,education,1.05,42,539,1
12.55,1056,459,597,0.0273,0.111,9,0.549,51,healthcare,1.04,62,1118,1
44.02,300,138,162,0.319,0.844,71,0.424,116,water,0.87,3,303,0
86.25,1067,807,260,0.1069,0.316,197,0.808,254,housing,1.12,0,1067,0
14.06,499,127,372,0.1107,0.573,138,0.231,72,housing,1.01,74,573,1
100.0,183,160,23,0.625,0.462,180,0.674,73,road,0.88,20,203,1
49.15,987,603,384,0.0815,0.794,167,0.754,478,healthcare,0.85,22,1009,1
69.3,231,127,104,0.5457,0.251,154,0.434,31,water,0.7,0,231,0
94.89,503,324,179,0.2929,0.481,21,0.469,155,housing,1.12,6,509,0
69.1,386,197,189,0.3508,0.474,118,0.394,93,water,0.71,0,386,0
98.76,580,436,144,0.2265,0.968,52,0.609,421,education,0.95,0,580,0
58.49,277,224,53,0.2611,0.327,56,1.0,73,road,0.83,97,374,1
33.84,527,207,320,0.1635,0.85,165,0.29,175,housing,0.63,6,533,0
52.92,394,231,163,0.2291,0.346,80,0.477,79,education,0.85,6,400,0
13.27,1156,132,1024,0.1005,0.893,122,0.104,117,housing,0.97,0,1156,0
49.74,1035,366,669,0.1359,0.853,176,0.349,312,housing,1.01,0,1035,0
44.39,438,124,314,0.358,0.541,48,0.246,67,water,0.84,5,443,0
40.43,262,113,149,0.3577,0.789,177,0.35,89,road,0.84,4,266,0
16.84,1079,128,951,0.1316,0.939,92,0.123,120,healthcare,0.78,1,1080,0
19.23,1055,247,808,0.0778,0.662,199,0.277,163,healthcare,0.76,2,1057,0
96.87,922,596,326,0.1625,0.702,106,0.59,418,healthcare,0.83,0,922,0
57.91,360,158,202,0.3665,0.377,49,0.453,59,water,0.92,3,363,0
65.08,701,603,98,0.1079,0.435,52,0.781,262,housing,0.97,49,750,1
6.09,421,96,325,0.0634,0.972,199,0.29,93,water,0.68,42,463,1
27.3,1061,594,467,0.046,0.69,181,0.506,410,healthcare,1.16,47,1108,1
100.0,315,277,38,0.361,0.992,23,0.674,274,road,0.75,1,316,0
8.03,518,121,397,0.0663,0.751,65,0.251,90,water,0.62,82,600,1
9.34,305,35,270,0.2669,0.741,145,0.118,25,education,0.89,2,307,0
85.17,231,208,23,0.4095,0.765,32,1.084,159,electricity,0.76,11,242,0
100.0,615,510,105,0.1961,0.901,37,1.051,459,road,0.91,21,636,1
40.81,444,181,263,0.2255,0.268,25,0.357,48,road,0.84,6,450,0
100.0,248,195,53,0.5128,0.409,41,0.613,79,education,1.01,4,252,0
10.3,634,131,503,0.0787,0.57,54,0.148,74,housing,0.8,16,650,1
30.18,138,59,79,0.5115,0.901,60,0.43,53,electricity,0.78,71,209,1
59.61,878,587,291,0.1015,0.784,162,0.636,460,healthcare,0.7,4,882,0
24.21,231,71,160,0.3409,0.384,58,0.382,27,education,0.73,7,238,0
89.27,300,216,84,0.4133,0.289,186,0.783,62,road,0.85,0,300,0
38.62,328,112,216,0.3449,0.931,150,0.287,104,water,1.04,0,328,0
30.85,383,286,97,0.1079,0.797,32,0.856,227,housing,0.96,28,411,1
17.9,760,98,662,0.1826,0.166,157,0.112,16,healthcare,1.16,0,760,0
21.26,218,59,159,0.3604,0.184,82,0.268,10,water,1.07,0,218,0
46.51,321,140,181,0.3322,0.169,64,0.348,23,water,0.72,7,328,0
50.28,398,192,206,0.2619,0.393,75,0.608,75,healthcare,1.07,0,398,0
65.39,488,326,162,0.2006,0.324,41,0.495,105,education,0.94,1,489,0
25.52,291,142,149,0.1797,0.447,157,0.609,63,electricity,1.16,81,372,1
95.08,418,337,81,0.2821,0.537,148,0.935,180,healthcare,0.72,0,418,0
47.88,1408,1335,73,0.0359,0.477,130,1.022,636,housing,0.85,33,1441,1
60.15,462,310,152,0.194,0.647,99,0.808,200,water,0.83,5,467,0
58.61,603,257,346,0.2281,0.47,71,0.384,120,road,0.96,0,603,0
54.92,153,60,93,0.9154,0.425,145,0.478,25,electricity,0.69,0,153,0
65.75,1335,753,582,0.0873,0.792,77,0.663,596,housing,1.0,0,1335,0
87.95,365,271,94,0.3245,0.817,39,0.541,221,housing,0.84,16,381,1
35.21,393,207,186,0.1701,0.992,37,0.561,205,road,0.76,20,413,1
67.52,203,108,95,0.6252,0.175,60,0.641,18,education,1.06,0,203,0
67.4,800,679,121,0.0993,0.953,73,0.923,646,housing,0.62,105,905,1
52.22,281,119,162,0.4388,0.976,165,0.523,116,education,0.78,5,286,0
66.83,583,437,146,0.1529,0.176,104,0.875,76,education,1.13,32,615,1
23.86,432,94,338,0.2538,0.427,5,0.168,40,healthcare,0.95,0,432,0
97.35,393,307,86,0.3171,0.94,165,0.99,288,water,0.74,19,412,1
24.79,455,181,274,0.1369,0.454,150,0.298,82,water,1.0,50,505,1
60.36,487,432,55,0.1397,0.222,72,1.052,95,water,0.96,65,552,1
34.46,526,188,338,0.1833,0.88,39,0.371,165,road,1.13,0,526,0
51.53,684,312,372,0.1652,0.522,166,0.452,162,healthcare,0.76,0,684,0
60.45,149,67,82,0.9023,0.2,81,0.43,13,electricity,0.86,0,149,0
33.39,911,251,660,0.133,0.126,178,0.344,31,housing,1.06,17,928,1
13.5,143,17,126,0.7943,0.74,193,0.159,12,electricity,0.85,0,143,0
100.0,571,542,29,0.1845,0.436,83,1.033,236,road,1.05,0,571,0
30.03,321,99,222,0.3033,0.76,163,0.276,75,education,0.8,0,321,0
67.82,107,53,54,1.2796,0.252,29,0.591,13,electricity,0.67,0,107,0
25.7,1062,401,661,0.0641,0.353,92,0.302,141,healthcare,0.91,30,1092,1
11.68,245,42,203,0.2781,0.597,150,0.145,25,education,1.19,14,259,0
72.17,1092,956,136,0.0755,0.467,72,0.622,446,housing,0.74,33,1125,1
50.84,298,223,75,0.228,0.941,93,0.578,209,education,0.78,105,403,1
51.16,929,729,200,0.0702,0.879,14,0.741,640,healthcare,1.16,127,1056,1
61.33,900,831,69,0.0738,0.847,82,0.84,703,healthcare,1.14,50,950,1
23.88,321,60,261,0.398,0.903,115,0.243,54,electricity,0.85,0,321,0
12.97,891,207,684,0.0626,0.13,111,0.201,26,housing,0.91,30,921,1
100.0,360,331,29,0.3021,0.82,147,0.745,271,education,0.99,9,369,0
58.85,252,125,127,0.4708,0.166,48,0.394,20,water,1.04,0,252,0
57.71,333,135,198,0.4275,0.66,125,0.477,89,water,0.69,0,333,0
52.13,147,91,56,0.5729,0.583,175,0.604,53,electricity,1.05,44,191,1
72.49,451,418,33,0.1734,0.393,69,1.035,164,housing,1.07,130,581,1
64.47,689,435,254,0.1482,0.669,157,0.563,291,housing,1.19,0,689,0
35.38,412,158,254,0.2239,0.584,148,0.314,92,healthcare,0.77,1,413,0
44.43,208,62,146,0.7165,0.292,40,0.275,18,water,1.13,4,212,0
5.91,313,36,277,0.1642,0.944,195,0.086,33,education,0.95,69,382,1
38.66,558,451,107,0.0857,0.735,97,0.604,331,housing,0.84,60,618,1
100.0,669,476,193,0.2101,0.506,183,0.767,240,road,0.65,0,669,0
57.21,1028,436,592,0.1312,0.58,78,0.427,252,housing,0.89,1,1029,0
84.43,432,253,179,0.3337,0.804,74,0.486,203,water,0.69,7,439,0
62.42,645,497,148,0.1256,0.933,142,0.737,463,road,0.73,67,712,1
100.0,463,409,54,0.2445,0.69,13,1.118,282,education,0.74,0,463,0
36.32,122,66,56,0.5504,0.928,44,0.645,61,electricity,0.86,43,165,1
36.86,352,181,171,0.2037,0.939,178,0.421,169,education,0.75,62,414,1
42.13,1004,554,450,0.076,0.895,139,0.571,495,healthcare,0.78,54,1058,1
9.56,438,100,338,0.0956,0.664,150,0.269,66,road,0.87,28,466,1
12.48,345,82,263,0.1521,0.357,136,0.291,29,water,0.97,96,441,1
19.89,161,24,137,0.8288,0.131,88,0.181,3,electricity,0.8,0,161,0
60.16,528,478,50,0.1259,0.529,101,0.741,253,road,1.12,28,556,1
87.12,880,613,267,0.1421,0.364,108,0.643,223,healthcare,1.1,7,887,0
98.88,557,406,151,0.2435,0.169,184,0.757,68,healthcare,0.99,0,557,0
35.33,487,190,297,0.186,0.645,17,0.317,122,road,0.73,4,491,0
100.0,361,257,104,0.3891,0.597,17,0.581,153,education,0.84,0,361,0
15.41,353,93,260,0.1657,0.72,99,0.338,66,electricity,0.82,83,436,1
100.0,733,599,134,0.1669,0.808,53,0.846,484,healthcare,1.12,0,733,0
25.14,447,221,226,0.1137,0.833,12,0.433,184,education,0.77,117,564,1
49.75,635,259,376,0.1921,0.342,160,0.383,88,education,1.19,1,636,0
100.0,411,366,45,0.2732,0.356,196,1.106,130,housing,0.99,0,411,0
54.55,996,604,392,0.0903,0.434,32,0.667,262,housing,1.17,7,1003,0
21.31,596,145,451,0.1469,0.485,151,0.307,70,healthcare,1.06,3,599,0
54.45,362,281,81,0.1938,0.34,11,0.645,95,education,0.74,70,432,1
12.32,650,150,500,0.0821,0.906,164,0.172,135,education,0.87,68,718,1
60.57,511,252,259,0.2404,0.459,46,0.616,115,education,0.98,7,518,0
19.95,304,105,199,0.19,0.649,48,0.378,68,electricity,1.03,68,372,1
20.67,895,310,585,0.0667,0.691,5,0.362,214,healthcare,0.88,76,971,1
62.91,643,502,141,0.1253,0.529,99,0.846,265,road,1.19,72,715,1
84.31,677,395,282,0.2135,0.592,86,0.518,233,education,1.02,11,688,0
78.33,865,705,160,0.1111,0.889,17,0.869,626,healthcare,1.13,0,865,0
21.12,304,59,245,0.358,0.851,176,0.148,50,water,1.05,0,304,0
70.47,507,437,70,0.1613,0.123,57,0.678,53,water,0.74,90,597,1
30.48,417,130,287,0.2345,0.425,8,0.372,55,road,0.89,7,424,0
83.01,773,533,240,0.1557,0.66,34,0.543,351,healthcare,0.88,0,773,0
100.0,625,497,128,0.2012,0.372,156,1.03,184,education,0.77,3,628,0
89.75,505,377,128,0.2381,0.36,63,0.595,135,road,0.97,14,519,0
53.12,440,288,152,0.1845,0.867,116,0.664,249,healthcare,1.02,49,489,1
19.94,456,161,295,0.1238,0.197,58,0.447,31,education,1.17,25,481,1
15.55,376,111,265,0.14,0.1,32,0.361,11,road,1.13,18,394,1
46.97,896,365,531,0.1287,0.584,157,0.501,213,healthcare,1.11,0,896,0
26.09,328,192,136,0.1359,0.527,12,0.547,101,water,0.96,86,414,1
100.0,139,102,37,0.9804,0.741,99,0.695,75,electricity,1.15,0,139,0
46.41,116,74,42,0.6272,0.178,190,0.537,13,electricity,0.85,62,178,1
100.0,454,396,58,0.2525,0.725,55,1.076,287,road,0.81,8,462,0
79.31,644,429,215,0.1849,0.596,16,0.713,255,healthcare,0.75,9,653,0
15.86,443,62,381,0.2559,0.678,135,0.176,42,healthcare,0.62,6,449,0
18.68,139,27,112,0.6918,0.325,100,0.188,8,electricity,0.8,14,153,0
90.39,445,377,68,0.2398,0.289,125,0.673,109,healthcare,0.82,0,445,0
22.83,669,136,533,0.1679,0.125,66,0.228,16,housing,1.02,0,669,0
28.05,310,76,234,0.3691,0.744,49,0.264,56,water,0.82,5,315,0
55.55,382,162,220,0.3429,0.813,157,0.518,131,housing,0.94,0,382,0
18.42,325,108,217,0.1706,0.877,113,0.266,94,electricity,0.9,36,361,1
83.42,156,90,66,0.9269,0.777,129,0.575,69,electricity,0.64,0,156,0
23.58,527,204,323,0.1156,0.796,135,0.44,162,water,0.69,49,576,1
29.1,558,130,428,0.2239,0.996,41,0.206,129,housing,0.8,0,558,0
37.65,637,276,361,0.1364,0.886,10,0.539,244,education,0.88,1,638,0
34.59,710,266,444,0.13,0.166,184,0.265,44,housing,0.73,0,710,0
34.88,628,159,469,0.2194,0.94,67,0.255,149,education,0.62,0,628,0
86.38,1156,955,201,0.0904,0.577,118,0.64,551,housing,0.83,0,1156,0
21.84,709,230,479,0.0949,0.322,53,0.35,74,road,0.75,72,781,1
45.31,492,379,113,0.1195,0.124,106,0.692,47,water,0.87,34,526,1
30.31,440,275,165,0.1102,0.891,177,0.444,245,water,0.69,117,557,1
2.85,398,55,343,0.0519,0.123,8,0.173,6,education,0.84,28,426,1
74.27,519,301,218,0.2467,0.228,25,0.612,68,education,0.76,11,530,0
43.39,818,246,572,0.1764,0.226,107,0.243,55,housing,0.77,0,818,0
49.95,240,216,24,0.2312,0.701,166,0.777,151,water,0.82,99,339,1
60.04,377,159,218,0.3776,0.448,102,0.445,71,water,0.62,7,384,0
15.67,514,129,385,0.1215,0.316,42,0.229,40,housing,1.17,63,577,1
57.94,371,137,234,0.423,0.84,51,0.374,115,housing,1.17,6,377,0
82.26,879,512,367,0.1607,0.525,35,0.486,269,healthcare,0.64,17,896,1
41.75,1434,964,470,0.0433,0.813,157,0.869,783,housing,1.2,113,1547,1
41.87,396,175,221,0.2393,0.555,138,0.525,97,healthcare,1.02,0,396,0
56.24,143,130,13,0.4326,0.775,116,0.871,100,electricity,0.93,76,219,1
20.29,946,343,603,0.0592,0.134,146,0.415,45,healthcare,0.76,74,1020,1
55.75,621,339,282,0.1644,0.753,5,0.4,255,road,0.61,10,631,0
83.74,413,380,33,0.2204,0.167,45,1.025,63,education,0.72,24,437,1
17.68,511,87,424,0.2032,0.169,132,0.148,14,housing,1.07,8,519,0
46.11,784,449,335,0.1027,0.739,33,0.567,331,healthcare,0.97,62,846,1
48.83,1060,594,466,0.0822,0.544,159,0.722,323,housing,0.83,5,1065,0
12.73,212,29,183,0.4391,0.752,36,0.161,21,water,1.02,0,212,0
7.05,419,63,356,0.1118,0.407,66,0.192,25,healthcare,0.78,37,456,1
38.46,176,119,57,0.3232,0.575,184,0.68,68,water,1.13,61,237,1
46.04,179,85,94,0.5417,0.201,78,0.602,17,electricity,0.87,0,179,0
100.0,584,502,82,0.1992,0.242,68,1.107,121,education,0.92,0,584,0
17.0,981,228,753,0.0746,0.151,47,0.218,34,healthcare,0.86,47,1028,1
69.87,247,151,96,0.4627,0.839,147,0.433,126,education,0.98,0,247,0
9.24,748,106,642,0.0872,0.841,133,0.119,89,healthcare,0.95,52,800,1
31.18,136,31,105,1.0057,0.717,74,0.288,22,water,0.76,8,144,0
55.29,628,266,362,0.2079,0.665,18,0.535,176,healthcare,1.2,0,628,0
45.62,660,464,196,0.0983,0.342,129,0.86,158,road,0.67,73,733,1
44.38,406,140,266,0.317,0.191,45,0.443,26,healthcare,0.9,0,406,0
100.0,295,209,86,0.4785,0.656,91,0.794,137,water,0.94,0,295,0
23.36,315,96,219,0.2433,0.237,7,0.365,22,electricity,0.62,42,357,1
27.79,189,65,124,0.4275,0.551,160,0.397,35,water,0.96,3,192,0
49.14,175,82,93,0.5992,0.386,21,0.575,31,electricity,0.96,0,175,0
27.17,580,399,181,0.0681,0.118,105,0.519,47,education,1.03,79,659,1
50.66,534,325,209,0.1559,0.761,126,0.566,247,water,1.16,42,576,1
32.79,742,207,535,0.1584,0.917,113,0.3,189,housing,1.03,7,749,0
100.0,138,128,10,0.7812,0.388,79,0.662,49,electricity,0.72,3,141,0
29.53,121,45,76,0.6563,0.706,47,0.414,31,electricity,0.79,9,130,0
35.94,256,99,157,0.363,0.497,52,0.431,49,electricity,1.08,4,260,0
64.52,733,388,345,0.1663,0.546,89,0.384,211,housing,0.61,0,733,0
16.45,585,175,410,0.094,0.121,114,0.336,21,healthcare,0.78,61,646,1
23.84,227,42,185,0.5677,0.25,57,0.172,10,water,0.61,0,227,0
87.03,181,169,12,0.515,0.699,131,0.891,118,water,0.9,85,266,1
54.35,271,98,173,0.5546,0.414,174,0.383,40,water,1.11,0,271,0
17.77,296,123,173,0.1445,0.885,134,0.388,108,water,0.84,39,335,1
41.21,614,277,337,0.1488,0.486,137,0.38,134,education,0.67,3,617,0
61.2,148,80,68,0.7651,0.705,72,0.395,56,electricity,0.81,9,157,0
22.31,712,145,567,0.1538,0.141,98,0.263,20,education,1.17,13,725,0
68.87,333,161,172,0.4278,0.428,163,0.494,68,electricity,0.76,0,333,0
91.2,275,193,82,0.4725,0.685,101,0.704,132,electricity,1.17,0,275,0
33.09,1373,616,757,0.0537,0.342,104,0.498,210,housing,0.96,37,1410,1
39.11,176,61,115,0.6412,0.945,28,0.354,57,water,1.04,7,183,0
23.25,205,58,147,0.4009,0.184,94,0.32,10,water,1.16,8,213,0
75.2,1440,1253,187,0.06,0.552,134,0.928,691,housing,1.03,29,1469,1
52.04,533,344,189,0.1513,0.302,32,0.724,103,education,0.64,41,574,1
60.02,390,280,110,0.2143,0.174,32,0.677,48,water,1.06,22,412,1
86.3,630,372,258,0.232,0.135,112,0.694,50,road,0.86,0,630,0
97.0,390,253,137,0.3834,0.656,127,0.484,165,healthcare,1.17,0,390,0
99.82,708,644,64,0.155,0.524,43,0.838,337,education,1.08,5,713,0
25.52,263,40,223,0.638,0.205,69,0.127,8,electricity,1.13,0,263,0
41.02,393,196,197,0.2093,0.502,140,0.423,98,water,0.67,10,403,0
33.81,132,44,88,0.7684,0.495,63,0.36,21,electricity,1.01,7,139,0
94.03,425,344,81,0.2733,0.444,162,0.875,152,road,0.97,15,440,1
40.9,1162,479,683,0.0854,0.542,46,0.303,259,housing,0.65,0,1162,0
